Profile,Platform,Profile Link,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Cva9t49OHbc/,Turn up the base: new printed mesh foundations are here to keep you cool and comfortable. Shop now. Bomseol wears the Summer Mesh Unlined Demi Bra size 34D and Dipped Thong size S in Orchid Cabinet.Photos: katjarahlwes,CAROUSEL_ALBUM,2023-08-01 08:00 PM,2260,-0.86,0.03828,30,-0.76,2230,-0.86,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Cxd2wLmsFyn/,Treat yourself: Taffy just took over the buttery Fits Everybody Lace bras that seamlessly mold to your body.Wrens wears the Fits Everybody Lace Underwire Bra size 36C in Taffy. Photos: donnatrope,IMAGE,2023-09-21 04:00 PM,2254,-0.86,0.03818,61,-0.51,2193,-0.86,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Cv0f5bTs5Ni/,All the lift none of the lines. Shop our raw-cut mesh underwire bras and matching panties in new colors tomorrow at 9 AM PT / 12 PM ET. Wren wears the No Show Molded Unlined Demi Bra size 36C in Gunmetal with the Weightless Thong size L.Photos: donnatrope,IMAGE,2023-08-11 06:00 PM,2217,-0.86,0.03755,28,-0.77,2189,-0.86,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CtzicdVtghr/,Sporty in SKIMS. Shop new collared tees with contrast stitching now. Fenet wears the New Vintage Sport Cropped Collared T-Shirt size S in Washed Onyx and the Cotton Fleece Short in Onyx.Photos: dsachon,CAROUSEL_ALBUM,2023-06-22 04:00 PM,2196,-0.86,0.0372,37,-0.7,2159,-0.87,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C20NsoZvn_-/,A maternity bodysuit you’ll wear well after the baby arrives. yemithompson_ wears the Fits Everybody Maternity Brief Bodysuit size S in Bronze.,reel,2024-02-01 02:01 PM,2195,-0.86,0.03718,31,-0.75,2164,-0.87,,22957,25253
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C6PZ4D3B5LV/,Make waves.laurajaynehanna wears the SKIMS Swim Triangle Top and Dipped Tie Bottom size XS in Snow.,reel,2024-04-26 06:01 PM,2182,-0.87,0.03692,23,-0.81,2159,-0.87,,23999,26399
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/CuSAgT8rQR4/,Summer’s boldest bodysuit: Summer Mesh Lace.syl.v.ie wears the Summer Mesh Lace Deep Plunge Thong Bodysuit size L in Highlighter.,reel,2023-07-04 12:00 PM,2173,-0.87,0.03681,14,-0.88,2159,-0.87,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/C59l8dqAtqi/,Everybody’s wearing our best-selling thong. Get yours and find out why.Megan wears the Fits Everybody Dipped Front Thong size S in Clay.Photo: donnatrope,IMAGE,2024-04-19 08:00 PM,2134,-0.87,0.03611,37,-0.7,2097,-0.87,,26490,29139
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/C3Vy0JtseOa/,Plush fleece. Perfectly relaxed. Cotton Fleece puts your old sweat sets to shame. Discover new and returning styles in the Apparel Shop tomorrow February 15 at 9AM PT / 12PM ET. Maya wears the Cotton Fleece Classic Crewneck size L and Cotton Fleece Straight Leg Pant size M in Light Heather Grey.Photo: katjarahlwes,IMAGE,2024-02-14 03:00 PM,2090,-0.87,0.0354,28,-0.77,2062,-0.87,,18832,20715
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/Cup02oWrE28/,Sun-kissed in Citrus. sophiabaltz wears the SKIMS Swim Triangle Top and Mid Coverage Bottom size L with the Warp Knit Ruched Sarong size M-XL in Citrus.,reel,2023-07-13 06:00 PM,2086,-0.87,0.03533,17,-0.86,2069,-0.87,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CvaiPQkO3yl/,Leave an imprint: our breathable mesh fabric is here in bright new prints. Shop for a limited time now. Melodie wears the Summer Mesh Long Sleeve Thong Bodysuit size S in Deco Train.Photos: katjarahlwes,CAROUSEL_ALBUM,2023-08-01 04:00 PM,2065,-0.87,0.03498,31,-0.75,2034,-0.87,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C4t-WcKRmC2/,Going to the top in Terry: paxsonwojcik wears the Mens Terry Relaxed Hoodie and Relaxed Jogger in Military dropping Thursday March 21 at 9AM PT / 12PM ET.Video: lucaschemotti,reel,2024-03-19 09:54 PM,2064,-0.87,0.03492,21,-0.83,2043,-0.87,,22467,24713
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C41LGO9vW7_/,Make a move: the cotton sweats you’ll wear the most are here. j.uno1 wears the Mens Terry Classic Short size L in Oxblood with the Mens Stretch 5” Boxer Brief in size L.,reel,2024-03-22 05:00 PM,2057,-0.87,0.03481,8,-0.93,2049,-0.87,,16414,18056
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CvvIltZM3oL/,A homebody’s hero: the new Soft Lounge t-shirt dresses. Shop new and signature styles with a fresh look for fall.Elah wears the Soft Lounge Ringer T-Shirt Mini Dress size XS in Maroon.,CAROUSEL_ALBUM,2023-08-09 04:00 PM,2048,-0.87,0.03469,19,-0.84,2029,-0.87,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Cthg2TDMyS3/,Your favorite fabric? We turned it into flattering new dresses you’ll feel so sexy in. Shop Fits Everybody Cut Out now.Fenet wears the Fits Everybody Cut Out Halter Dress size S in Onyx.Photo: dsachon,IMAGE,2023-06-15 04:00 PM,2042,-0.87,0.03969,21,-0.83,2021,-0.87,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/C0ra4HJs_7S/,Cozy beyond compare.Mariama wears the Cozy Knit Unisex Onesie size S/M in Petal Houndstooth.,IMAGE,2023-12-10 11:00 AM,2037,-0.87,0.0345,36,-0.71,2001,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C4ycqOBv7LZ/,Five-star comfort for five-star point guard robwitdashifts wearing the Mens Terry Relaxed Zip-Up Hoodie and Classic Short in Military available now. Director: jackie_nickersonVideo: lucaschemotti,reel,2024-03-21 03:36 PM,2015,-0.88,0.03409,15,-0.88,2000,-0.88,,19390,21329
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/C5odRFrsWoL/,Stand out in Cyan: spring’s boldest blue is here in new Modal French Terry hoodies and Waffle boxers you’ll have in heavy rotation. Adual wears the Modal French Terry Classic Hoodie and Waffle Boxer size S in Cyan.Photos: thecobrasnake,IMAGE,2024-04-11 03:00 PM,2006,-0.88,0.03394,21,-0.83,1985,-0.88,,19358,21294
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CvaG229uigQ/,JUST DROPPED: NEW SUMMER MESH. Draw attention in new printed mesh styles that define your silhouette. Shop now in two limited edition prints.Photo 1: Bomseol wears the Summer Mesh High Neck Dress size S in Orchid Cabinet.Photo 2: Abbey wears the Summer Mesh Long Sleeve Dress size L in Deco Train.Photo 3: Melodie wears the Summer Mesh Long Sleeve Dress size S in Orchid Cabinet. Photos: katjarahlwes,CAROUSEL_ALBUM,2023-08-01 12:01 PM,1993,-0.88,0.03376,37,-0.7,1956,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/Ctj-yDHLzKj/,Summer’s hottest top: devynadair wears the Fits Everybody Cut Out Super Cropped Top size XS in Onyx.,reel,2023-06-16 03:00 PM,1992,-0.88,0.03374,8,-0.93,1984,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CwbVi4guXBB/,Slip on our new arm shapewear for an ultra-sculpted look under long sleeve dresses and tops. Wren wears the Seamless Sculpt Open Bust Arm Shaper size L and Fits Everybody T-Shirt Bra size 36C with the Seamless Sculpt Mid Waist Thong size L in Onyx. Photo: donnatrope,IMAGE,2023-08-26 08:00 PM,1986,-0.88,0.03364,46,-0.63,1940,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Cz2GQx5uECd/,Guys you’ll agree–this is the perfect lounge uniform. Shop new relaxed jersey styles in classic neutrals tomorrow November 20 at 9AM PT/ 12PM ET.Wilson wears the Jersey Lounge Mens Long Sleeve T-Shirt and Jogger size L in Khaki.Photos: donnatrope,CAROUSEL_ALBUM,2023-11-19 06:00 PM,1965,-0.88,0.03536,40,-0.68,1925,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/Cx8iowztZRs/,Cotton’s resident cool girl HariNef on confidence.,reel,2023-10-03 02:01 PM,1946,-0.88,0.03296,14,-0.88,1932,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CvQcyICOXRu/,Refresh your rotation: effortlessly worn-in essentials made to mix and match are here. Shop now in the Apparel Shop.Pak wears the New Vintage Cropped Long-Sleeve T-Shirt size XS in Cocoa and Washed Onyx with the Outdoor Cropped Legging size XS in Cocoa.Photos: #VanessaBeecroft,CAROUSEL_ALBUM,2023-07-28 06:00 PM,1925,-0.88,0.03261,46,-0.63,1879,-0.88,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Crq9aRor8jf/,Our best-selling Weightless Bras now in new Bronze. Shop this ultra-airy solution for all the shape of a padded bra with none of the bulk.Marilyn wears the Weightless Demi Bra size 34C in Bronze. Photo: donnatrope,IMAGE,2023-04-30 03:00 PM,1915,-0.88,0.03751,29,-0.76,1886,-0.88,,20784,22862
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C3Q95CmKOSs/,Go above and beyond.skategoat wears the Mens Stretch T-Shirt size L and Stretch 5” Boxer Brief size XL in Oxblood.,reel,2024-02-12 06:01 PM,1913,-0.88,0.0324,18,-0.85,1895,-0.88,,17281,19009
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C41Y1AFRj8H/,Standout center donovanclingan meets standout sweats: Mens Terry.donovanclingan wears the Mens Terry Relaxed Hoodie and Classic Short in Military. Director: jackie_nickersonVideo: lucaschemotti,reel,2024-03-22 07:00 PM,1907,-0.88,0.03227,35,-0.72,1872,-0.88,,27967,30764
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/Curv1EkMFai/,For bold beach days. Shop our sexy cutout Swim collection before it sells out. Video: jjstratford,reel,2023-07-14 11:55 AM,1840,-0.89,0.03546,20,-0.84,1820,-0.89,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/C3ETlEvOMzl/,The mini you’ll love the most. Featuring vintage-inspired details and jacquard logo labels Cotton Picot drops tomorrow February 8 at 9AM PT / 12PM ET.Wren wears the Cotton Rib Picot Cami Mini Dress size L in Soot.Photos: donnatrope,CAROUSEL_ALBUM,2024-02-07 08:00 PM,1835,-0.89,0.03174,32,-0.74,1803,-0.89,,21873,24060
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CvOFt7tOr-i/,Flattering from all angles: the Outdoor styles and colors you asked for. Shop now.Jennifer wears the Outdoor Corset and Outdoor High-Waisted Legging size L in Washed Onyx.Photos: #VanessaBeecroft,CAROUSEL_ALBUM,2023-07-27 08:00 PM,1798,-0.89,0.03046,34,-0.72,1764,-0.89,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C6MhGf9vJcj/,You can’t have one without the other.  Harriet wears the Wireless Form Super Push-Up Bra size 32B and Shine Foundations Thong size S in Neon Orchid.,reel,2024-04-25 03:06 PM,1743,-0.89,0.02949,17,-0.86,1726,-0.89,,18544,20398
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C4v-czEvGj4/,To be the best you have to wear the best: worn by first-rate forward hunter.dickinson1 Mens Terry drops tomorrow March 21 at 9AM PT / 12PM ETDirector: jackie_nickersonVideo: lucaschemotti,reel,2024-03-20 04:34 PM,1578,-0.9,0.0267,10,-0.92,1568,-0.9,,14377,15815
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C4wj01jve7E/,This March SKIMS has your old sweats beat. Set your alarm: Mens Terry drops tomorrow March 21 at 9AM PT / 12PM ET.ariidavis_ wears the Mens Terry Relaxed Zip Up Hoodie and Classic Short size L in Oxide. armando wears the Mens Terry Relaxed Crewneck and Relaxed Jogger size 2X in Military.,reel,2024-03-20 10:00 PM,1474,-0.91,0.02494,13,-0.89,1461,-0.91,,15121,16633
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/Cz4rDoxsAd4/,Your new airport fit: Fleece Lounge. Shop new extra-soft sets for 24/7 comfort and style.shai wears the Fleece Lounge Mens Relaxed Hoodie in Light Heather Grey.Photos: donnatrope,CAROUSEL_ALBUM,2023-11-20 06:00 PM,1455,-0.91,0.02618,29,-0.76,1426,-0.91,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/CvisEexuH5v/,Special prices on signature swim. Stop everything and shop our first End of Summer Sale while supplies last. Photo 1: Kaheana wears the SKIMS Swim Bandeau Bikini Top Thong and Sarong Skirt size S in Orange.Photo 2: Lana wears the SKIMS Swim Triangle Top Cheeky Tanga Bottoms and Cover Up Shirt size S in Orange.Photos: gregswalesart,CAROUSEL_ALBUM,2023-08-04 08:00 PM,1331,-0.92,0.02546,20,-0.84,1311,-0.92,,,
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C4ymUDmvaz7/,Tip-off in Mens Terry. fletcherloyer wears the Mens Terry Relaxed Zip-Up Hoodie and Classic Short size XL in Oxide with the Mens Cotton Classic T-Shirt size XL in Light Heather Grey.,reel,2024-03-21 05:00 PM,1211,-0.92,0.02049,19,-0.84,1192,-0.92,,16269,17896
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/reel/C4zBwTjvSNF/,Your new game day good luck charm: Mens Terry. jaeledee wears the Mens Terry Relaxed Zip-Up Hoodie size 2X and Classic Short size XL in Military with the Mens Cotton Classic T-Shirt size XL in Military.,reel,2024-03-21 09:00 PM,1199,-0.92,0.02029,7,-0.94,1192,-0.92,,10648,11713
skims,Instagram,https://www.instagram.com/skims,https://www.instagram.com/p/C34xRyVMB4I/,Set a reminder: new off-duty pieces made to mix and match drop tomorrow February 29 at 9AM PT / 12PM ET.Image 1: Paula - MerchandisingImage 2: Olivia - Brand MarketingImage 3: Darya - DesignPhotos: hughkwils,CAROUSEL_ALBUM,2024-02-28 05:00 AM,839,-0.95,0.01443,15,-0.88,824,-0.95,,10117,11128
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CxbEB_BppBT/,Unveiled during Paris Fashion Week Crocs & MSCHF paired up to release the larger-than-life Big Yellow Boot 💛 With inspiration taken from MSCHF’s widely popular Big Red Boot this silhouette features a TPU rubber shell with ventilation ports and a pivoting heel strap marked with a Crocs logo. Dare to standout? Tap to shop.,reel,2023-09-20 01:58 PM,166361,21.21,3.97003,1123,0.98,165238,22.26,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C0_2vopLc--/,Wanna wrap a pair of Travis Scott Phantoms under the tree?🎄There’s only 1 day left for expedited shipping via Xpress Ship for a 12/25 expected delivery. Tap to shop 🚀,reel,2023-12-18 09:28 AM,117133,14.64,2.79525,224,-0.6,116909,15.46,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cz1dFKGJC19/,GIVEAWAY CLOSED. It’s day 1 of 5 in our Black Friday countdown Giveaway Week 🎁 Today’s prize: the AJ1 Retro Low OG SP Travis Scott Reverse Mocha. One lucky winner will score a pair. Here’s how to enter:1. LIKE this post2. Follow stockx3. Tag two friends in the commentsCloses 11/20 at 12pm ET. Winner will be selected on 12/1. Link in bio for full details. Good luck!,reel,2023-11-19 12:01 PM,87616,10.69,2.09086,18809,32.16,68807,8.68,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C4Li1JiO5gR/,Bidding is now closed - MIDWEEK HEAT DROP 1: Air Jordan 1 Retro High Off-White Chicago 🚨 Secure your very own pair for just $1. This rare chance to enter and win is only available for the next 24 hours. Place a $1 Bid by 12pm ET on 3/7 and it could be yours. Hit the link in bio to Bid now.,reel,2024-03-06 12:00 PM,71710,8.57,1.7123,167,-0.7,71543,9.07,,303172,333489
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CtZXKL8LYxL/,It’s officially #StockXWeek23 & Day 1 of our daily giveaways 🤑 Today ONE lucky winner will score the Nike Air Force 1 Low Tiffany & Co.Here’s how to enter: 1. LIKE this Reel 2. Follow stockx3. Drop your fave sneaker purchase this year in the commentsGood luck 🤞 Link in bio for full deets. And stay tuned for tomorrow’s giveaway 👀,reel,2023-06-12 12:02 PM,68980,8.21,1.64613,24403,42.03,44577,5.27,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C1UuGnOJcK3/,GIVEAWAY CLOSED. It’s our BIGGEST #BoxingDay giveaway ever 💥 ONE lucky winner will score the ultimate holiday grail bundle: a pair of the Nike Air Force 1 Low Off-White AND the Nike SB Dunk Low Diamond Supply Co.Here’s how to enter:1. Like this Reel2. Tag two friends in the comments3. Follow stockx and stockxculture4. Bonus entry: Comment your favorite Boxing Day traditionNo purchase necessary. Enter before December 29 at 12pm EST. Winner will be selected on January 10. Link in bio for full details. Good luck!,reel,2023-12-26 11:59 AM,67535,8.01,1.61165,25983,44.81,41552,4.85,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C4vfHYux_wZ/,Bidding is now closed - MIDWEEK HEAT DROP 3: Nike Kobe 6 Protro Grinch (2020)🚨For just $1 you could take home this grail in the next 24 hours. Place a $1 Bid by 12pm ET on 3/21 and it could be yours. Hit the link in bio to Bid now.,reel,2024-03-20 11:59 AM,57853,6.72,1.38147,99,-0.82,57754,7.13,,235419,258961
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cz4Bs4op-sF/,GIVEAWAY CLOSED. It’s day 2 of 5 in our Black Friday countdown GIVEAWAY WEEK 🎁 Today’s prize: the PlayStation 5 PS5. One lucky winner will win big. Here’s how to enter:1. LIKE this post2. Follow stockx3. Tag two friends in the commentsCloses 11/21 at 12pm ET. Winner will be selected on 12/2. Link in bio for full details. Good luck!,reel,2023-11-20 11:59 AM,56753,6.57,1.35435,19263,32.96,37490,4.27,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CtjqJJfL4PQ/,We’re ending #StockXWeek23 with a BANG 🤌 1 lucky winner will score an exclusive Summer Grail Pack featuring the coveted AJ1 Travis Scott Olive & the AJ1 Spiderverse. Ready to win? Here’s how to enter: 1. LIKE this post 2. Follow stockx3. Hit the comments with your all-time favorite grailGood luck 🤞 Link in bio for full deets.,reel,2023-06-16 12:00 PM,51902,5.93,1.23859,13686,23.13,38216,4.38,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cz9O3ukpUQ_/,GIVEAWAY CLOSED. It’s day 4 of 5 in our Black Friday countdown GIVEAWAY WEEK 🎁 Today’s prize: the Jordan 4 Retro Red Cement.One lucky winner will score a pair. Here’s how to enter:1. LIKE this post2. Follow stockx3. Tag two friends in the commentsCloses 11/23 at 12pm ET. Winner will be selected on 12/6. Link in bio for full details. Good luck!,reel,2023-11-22 12:30 PM,46299,5.18,1.10488,9740,16.17,36559,4.14,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CylyS85vIpW/,Following the hype of the Big Red & Big Yellow Boot the radical brand MSCHF delivers their most modest boot color yet 🖤The Big Black Boot features the same matte color finish on the eye-catching silhouette. Tap to shop.,reel,2023-10-19 02:26 PM,42420,4.66,1.01231,132,-0.76,42288,4.95,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C04IZhDrqut/,Nike Kobe 6 Protro Reverse Grinch puts a twist to the classic Grinch 6 colorway. A bright crimson upper to the electrifying green accents grab attention from any onlooker. The snakeskin-textured upper and black Swooshes give a final nod to the Black Mamba to complete the look. With Xpress Ship you can expedite this pair for expected delivery by 12/25. Tap to shop.,reel,2023-12-15 09:29 AM,40446,4.4,0.9652,135,-0.76,40311,4.67,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CwFvcZpIBJ3/,Jordan Brand masterfully integrates a unique colorway combo of university blue black and white on this iconic silhouette the AJ1 High OG UNC Toe 💙 Inspired by MJ’s alma mater the iconic university blue colorway is revealed on the toe box & heel creating a perfect contrast with the crisp white leather on the mid-panel and black on the Swoosh and ankle collar. The impressive visual balance is finished off with a clean white midsole offset by a vibrant outsole. Wanna be like Mike? Tap to shop.,reel,2023-08-18 10:43 AM,40007,4.34,0.95472,187,-0.67,39820,4.6,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzGx2IwOry_/,Introducing: Shareable Lists 📲  Our newest way to save and share exactly what you want. Add pieces to your curated list by tapping the 🖤 then share with friends. Start building your lists today.,reel,2023-11-01 09:57 AM,37244,3.97,0.88879,156,-0.72,37088,4.22,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CyQ7HituptP/,Travis Scott’s Utopia Tour kicks off today and we’re here for it 🎤 To celebrate we’re giving away the Reverse Mochas + the Phantoms to ONE lucky winner. Wanna rock these grails? Winning is easy here’s how: 1. Follow stockx 2. Hit the comments with your favorite Utopia track 3. Like this postGood luck 🤞 Link in bio for full details.,reel,2023-10-11 12:15 PM,33466,3.46,0.79863,2093,2.69,31373,3.41,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C5Tif04x0K3/,Bidding is now closed- MIDWEEK HEAT DROP 5: Jordan 4 Retro SB Pine Green 🚨 Secure your very own pair for just $1. This rare chance to enter and win is only available for the next 24 hours. Place a $1 Bid by 12pm ET on 4/4 and it could be yours. Hit the link in bio to Bid now.,reel,2024-04-03 12:02 PM,32362,3.32,0.77277,107,-0.81,32255,3.54,,149249,164174
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CxvMTgfORwA/,Introducing the Born x Raised One Block At A Time Nike SB Dunk Low 💙 This isn’t just another Dunk – it’s a collaboration with the legendary LA brand Born x Raised. Effortlessly mirroring LA’s vibrant & dynamic style with a hint of luxury the upper mixes premium leather with nubuck and silver detailing on the iconic Nike Swoosh & heel tab. “One Block At a Time” is embroidered on the mudguard & featured on the tongue. Its design boasts of its heritage while nudging to the future.,reel,2023-09-28 09:35 AM,31811,3.24,0.75914,150,-0.73,31661,3.45,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CygXA6PLHRo/,The Jordan 4 Thunder made its return 11 years after its last retro with the fan-favorite colorway 🌩️ You can rock these kicks faster with expedited shipping through Xpress Ship just look for the rocket icon to enjoy guaranteed 3-day delivery on pre-verified sneakers. Tap to shop.,reel,2023-10-17 11:52 AM,29533,2.94,0.70477,97,-0.82,29436,3.14,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C3BFikOPjPm/,Rediscover a classic with the Jordan 4 Retro Bred Reimagined 🖤A fresh take on the iconic Jordan 4 brings a contemporary edge to a timeless design incorporating a fresh take on the upper with supple black leather. Tap to shop the pair ahead of its official release.,reel,2024-02-06 02:00 PM,26939,2.59,0.64287,239,-0.57,26700,2.75,,146947,161642
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cz6mtFDRMn3/,GIVEAWAY CLOSED. It’s Day 3 of 5 in our Black Friday countdown GIVEAWAY WEEK 🎁 Today’s prize: Apparel bundle featuring a Palm Angels sweatshirt an Arc’teryx jacket & a Nike x Nocta hoodie. One lucky winner will score this pack. Here’s how to enter:1. LIKE this post2. Follow stockx3. Tag two friends in the commentsCloses 11/21 at 12pm ET. Winner will be selected on 12/2. Link in bio for full details. Good luck!,reel,2023-11-21 12:01 PM,26802,2.57,0.6396,6135,9.81,20667,1.91,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cz698COyfwD/,Dressed in a Night Stadium Total Orange and Black color scheme the Air Jordan 3 Fear comes correct with a retro treatment. Tap to secure the pair ahead of its initial release.,reel,2023-11-21 03:23 PM,25353,2.38,0.60502,110,-0.8,25243,2.55,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C4-78fdrJqT/,Happy #AirMaxDay 🎉 We’re going off on our favorite sneaker holiday and giving you a chance to take home TWO Air Max grails: the Nike Air Max 1/97 Sean Wotherspoon & the Nike Air VaporMax 2019 Cactus Plant Flea Market (Women’s) 😮‍💨ONE lucky winner’s day is going to be made. Entering to win is easy here’s how: 1. Follow stockx2. Like this post 3. Hit the comments with your favorite Air Max Day traditionNo purchase necessary. Enter before March 27 at 12pm EST. Winner will be selected on April 10. Link in bio for full details. Good luck!,reel,2024-03-26 12:00 PM,23618,2.15,0.56397,4930,7.69,18688,1.63,,615552,677108
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CyV2PyZuCHB/,With Xpress Ship you can get your favorite sneakers delivered faster than ever like the Jordan 1 Retro High OG Spider-Man Across the Spider-Verse. Featuring design elements similar to the movie these limited edition sneakers are sure to get your spidey senses tingling. Secure your pair and get them in just 3 DAYS with Xpress Ship 🚀,reel,2023-10-13 09:53 AM,17072,1.27,0.4074,50,-0.91,17022,1.39,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Ctb7HdjsP3O/,It’s Day 2 of #StockXWeek23 giveaways 🤝 ONE lucky winner is taking home a specially-curated Apple Pack featuring Air Pod Maxes a Pencil and an Apple TV 🎧Entering is easy: 1. LIKE this Reel 2. Follow stockx3. Hit the comments with your dream Apple productGood luck 🤞 Link in bio for full deets. And stay tuned for tomorrow’s Day 3 giveaway 👀,reel,2023-06-13 12:00 PM,16595,1.21,0.39602,5875,9.35,10720,0.5,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C4GEwExuaJh/,New to Apple Vision Pro: an immersive way to shop on the StockX marketplace.Browse the catalog with simple hand gestures examine new releases in stunning detail and interact with visual sales data in your space.Download the app for Apple Vision Pro and experience our marketplace in a whole new way. Link in bio to learn more.,reel,2024-03-04 09:00 AM,14686,0.96,0.35064,48,-0.91,14638,1.06,,181319,199451
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C4qLxQ2r84f/,Recreating the hue texture and tone of the popular crustacean the Nike SB Dunk Low Concepts Orange Lobster is served up right 🦞 With Xpress Ship you can have this fresh catch at your home in 3 days or less. Just look for the rocket icon then tap to shop 🚀,reel,2024-03-18 10:35 AM,12896,0.72,0.30794,49,-0.91,12847,0.8,,160475,176522
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CxGSQ1NurUN/,With a lineage known for excellence and style the release of the Jordan 4 Retro Frozen Moments is making its presence known with crafted precision ❄️ This iteration of the Jordan legacy showcases a balanced new design palette featuring metallic silver accents that evoke flashes of MJ’s buzzer-beating style. We’re giving away $500 in site credit to ONE lucky winner to get a chance to level up their sneaker game. Winning is easy. Here’s how to enter: 1. LIKE this post2. Follow stockx3. Hit the comments with your favorite Jordan release this year Good luck 🤞 Link in bio for full deets. Stay tuned for the next giveaway 👀,reel,2023-09-12 12:19 PM,11493,0.53,0.27427,338,-0.4,11155,0.57,,,
